Timestamp,Date,Ethereum,Arbitrum,Optimism,zkSync Era,Kava,Kava,BSC,Avalanche,Polygon,Fantom,Osmosis,Solana,Axelar,Gnosis,Taiko,Stride,Injective,Rootstock,Polygon zkEVM,Mode,Moonbeam,Cronos,Kujira,Celo,Metis,Secret,Merlin,Terra Classic,Aurora,Arbitrum Nova,X Layer,Bitlayer,Evmos,Juno,BSquared,Canto,Astar,ShimmerEVM,Sifchain,Boba,KCC,Moonriver,Zkfair,XDC,Klaytn,Bitcoin,Telos,Wanchain,ThunderCore,Fuse
1667563200,2022-11-04,7428996,-5940246,1059731,0,0,0,-3517788,595675,-7770620,1881633,0,0,0,250828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1667649600,2022-11-05,10768101,-6364765,-4468614,0,0,0,3851535,508797,-8585777,2158395,0,0,0,159292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1667736000,2022-11-06,1634854,-3535180,299205,0,0,0,-1540517,1161896,-1525542,-4134044,0,0,0,300692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1667822400,2022-11-07,-6674524,-3045449,17405474,0,0,0,-9049751,-8931060,-17442575,-146432,0,0,0,76243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1567057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1667908800,2022-11-08,-37636591,1046208,8189347,0,0,0,-3818289,11838639,-685155,2705297,0,0,0,1343851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15764432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1667995200,2022-11-09,-56167533,417,6935616,0,0,0,-1051601,29729830,-2318427,-3853245,0,0,0,16565393,0,0,0,0,0,0,0,0,0,55487,0,0,0,0,1185227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668081600,2022-11-10,52481832,-15814876,36481566,0,0,0,5890748,24396559,20465322,-2751510,0,0,0,4694495,0,0,0,0,0,0,0,0,0,37429,0,0,0,0,12303277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668168000,2022-11-11,-39068754,15719552,143390,0,0,0,3688132,-1235883,9996125,11321575,0,0,0,3148575,0,0,0,0,0,0,0,0,0,113539,0,0,0,0,1809926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668254400,2022-11-12,-3991296,1580614,3852227,0,0,0,7970875,1094288,-1141180,1319513,0,0,0,207440,0,0,0,0,0,0,0,0,0,281,0,0,0,0,-216404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668340800,2022-11-13,-22206134,-971832,10299875,0,0,0,4762078,1127692,11223354,2012599,0,0,0,170390,0,0,0,0,0,0,0,0,0,10459,0,0,0,0,1720208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668427200,2022-11-14,-87473821,30602214,16638780,0,0,0,2558098,31332683,12596219,-364617,0,0,0,1081311,0,0,0,0,0,0,0,0,0,61408,0,0,0,0,1348890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668513600,2022-11-15,-10286200,-6415511,9517425,0,0,0,7872611,-224677,11163530,-8296919,0,0,0,5111,0,0,0,0,0,0,0,0,0,43144,0,0,0,0,1809843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668600000,2022-11-16,-2085868,-13287481,9795657,0,0,0,2951875,5626085,-2115767,1187994,0,0,0,158198,0,0,0,0,0,0,0,0,0,283284,0,0,0,0,1474158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668686400,2022-11-17,-4589241,-7198725,8806449,0,0,0,795977,-2327027,5781121,2752790,0,0,0,168684,0,0,0,0,0,0,0,0,0,27610,0,0,0,0,1594480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668772800,2022-11-18,504288,-7334753,2606261,0,0,0,1723804,-349910,12393126,-68987,0,0,0,-59493,0,0,0,0,0,0,0,0,0,-19289,0,0,0,0,-21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668859200,2022-11-19,-27801961,17756131,5612492,0,0,0,-4304154,7711387,6052247,-570756,0,0,0,-10381,0,0,0,0,0,0,0,0,0,-22152,0,0,0,0,316558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,
1668945600,2022-11-20,6895168,-5618868,2776310,0,0,0,2184302,943167,1423575,4602769,0,0,0,42575,0,0,0,0,0,0,0,0,0,56691,0,0,0,0,1292239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138466,,0,,,
1669032000,2022-11-21,-21771255,4116381,6768640,0,0,0,3529740,-84785863,8479145,-60892106,0,0,0,1111097,0,0,0,0,0,0,0,0,0,-8005,0,0,0,0,498223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-530204,,0,,,
1669118400,2022-11-22,-57170718,6077210,40483883,0,0,0,3087272,8484344,4701948,-1295547,0,0,0,464916,0,0,0,0,0,0,0,0,0,-73168,0,0,0,0,152383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-187807,,0,,,
1669204800,2022-11-23,-101884233,45425115,7914654,0,0,0,4668420,28039132,14688112,752556,0,0,0,72122,0,0,0,0,0,0,0,0,0,62793,0,0,0,0,1136739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-470374,,0,,,
1669291200,2022-11-24,93881,-16821873,1093700,0,0,0,5031852,540271,4405285,-4440504,0,0,0,315260,0,0,0,0,0,0,0,0,0,-19755,0,0,0,0,717812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-890081,,0,,,
1669377600,2022-11-25,5263833,-20697259,6693119,0,0,0,4353439,844348,8339770,4334605,0,0,0,561854,0,0,0,0,0,0,0,0,0,14581,0,0,0,0,-241915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-431890,,0,,,
1669464000,2022-11-26,4937750,-21206629,-1223151,0,0,0,881455,-1851247,19749536,378168,0,0,0,125984,0,0,0,0,0,0,0,0,0,-41106,0,0,0,0,1262001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-216838,,0,,,
1669550400,2022-11-27,1493805,-2329830,-3602245,0,0,0,-1166845,-437555,2451154,-1240733,0,0,0,198906,0,0,0,0,0,0,0,0,0,-306519,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-151669,,0,,,
1669636800,2022-11-28,878496,5180868,-4961230,0,0,0,679070,1598002,1790862,-2300272,0,0,0,947128,0,0,0,0,0,0,0,0,0,237126,0,0,0,0,33313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-187785,,0,,,
1669723200,2022-11-29,4013599,-12916851,8282967,0,0,0,103759,-294725,10784395,-8249216,0,0,0,-32841,0,0,0,0,0,0,0,0,0,-33232,0,0,0,0,202242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183328,,0,,,
1669809600,2022-11-30,-24354259,27680494,-4461771,0,0,0,7100365,3284809,-4908655,-3273611,0,0,0,40953,0,0,0,0,0,0,0,0,0,-29365,0,0,0,0,-1517392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-177194,,0,,,
1669896000,2022-12-01,16935690,-20778678,-1920819,0,0,0,157311,6062995,-1351597,-4071536,0,0,0,5701937,0,0,0,0,0,0,0,0,0,11783,0,0,0,0,1070670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58899,,0,,,
1669982400,2022-12-02,-92805855,82914523,4770624,0,0,0,7139850,2930178,1788182,-5697333,0,0,0,107423,0,0,0,0,0,0,0,0,0,-159784,0,0,0,0,2090012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-209681,,0,,,
1670068800,2022-12-03,3707800,9317901,255398,0,0,0,3022271,1710609,-8109982,-2187907,0,0,0,20525,0,0,0,0,0,0,0,0,0,13888,0,0,0,0,394246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45207,,0,,,
1670155200,2022-12-04,3653615,3100351,18247328,0,0,0,-1191646,-2806700,-1546060,-5814044,0,0,0,-7852,0,0,0,0,0,0,0,0,0,-170010,0,0,0,0,16685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-127543,,0,,,
1670241600,2022-12-05,-41899817,15917209,25161251,0,0,0,650884,1347851,-7002156,-4794411,0,0,0,27225,0,0,0,0,0,0,0,0,0,148184,0,0,0,0,-186267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243616,,0,,,
1670328000,2022-12-06,-1306753,10553940,-10318834,0,0,0,1300079739,-141612,-2449636,-3115588,0,0,0,91800,0,0,0,0,0,0,0,0,0,-71320,0,0,0,0,-1221758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-217510,,0,,,
